"Year","State","Region","Milk_cows_state","Milk_per_cows_state","Milk_production_state","Milk cow","Milk per cow","Milk production"
2023,"Kentucky","Appalachia",45,20333,915,9384,24117,226311
2023,"North Carolina","Appalachia",38,23526,894,9384,24117,226311
2023,"Tennessee","Appalachia",25,18680,467,9384,24117,226311
2023,"Virginia","Appalachia",68,20882,1420,9384,24117,226311
2023,"West Virginia","Appalachia",4.5,14889,67,9384,24117,226311
2023,"Alabama","Southeast",2.3,11739,27,9384,24117,226311
2023,"Florida","Southeast",97,21093,2046,9384,24117,226311
2023,"Georgia","Southeast",89,21730,1934,9384,24117,226311
2023,"South Carolina","Southeast",8.5,17412,148,9384,24117,226311
2023,"Arkansas","Delta States",2.7,12222,33,9384,24117,226311
2023,"Louisiana","Delta States",7.5,13467,101,9384,24117,226311
2023,"Mississippi","Delta States",6,12333,74,9384,24117,226311
2023,"Oklahoma","Southern Plains",39,17692,690,9384,24117,226311
2023,"Texas","Southern Plains",642,25802,16565,9384,24117,226311
2023,"Arizona","Mountain Region",198,24348,4821,9384,24117,226311
2023,"Colorado","Mountain Region",201,25930,5212,9384,24117,226311
2023,"Idaho","Mountain Region",667,25228,16827,9384,24117,226311
2023,"Montana","Mountain Region",9.5,22105,210,9384,24117,226311
2023,"Nevada","Mountain Region",32,23781,761,9384,24117,226311
2023,"New Mexico","Mountain Region",271,24587,6663,9384,24117,226311
2023,"Utah","Mountain Region",90,23178,2086,9384,24117,226311
2023,"Wyoming","Mountain Region",9.5,25674,243.9,9384,24117,226311
2023,"California","West Coast",1714,23862,40900,9384,24117,226311
2023,"Oregon","West Coast",122,20934,2554,9384,24117,226311
2023,"Washington","West Coast",258,24136,6227,9384,24117,226311
2023,"Alaska","Other States",NA,NA,NA,9384,24117,226311
2023,"Hawaii","Other States",NA,NA,NA,9384,24117,226311
2024,"Connecticut","Northeast",17.5,24229,424,9342,24178,225868
2024,"Delaware","Northeast",2.6,18154,47.2,9342,24178,225868
2024,"Maine","Northeast",24,22667,544,9342,24178,225868
2024,"Maryland","Northeast",39,21000,819,9342,24178,225868
2024,"Massachusetts","Northeast",9,20000,180,9342,24178,225868
2024,"New Hampshire","Northeast",9.5,21474,204,9342,24178,225868
2024,"New Jersey","Northeast",3.9,21538,84,9342,24178,225868
2024,"New York","Northeast",630,25559,16102,9342,24178,225868
2024,"Pennsylvania","Northeast",465,21037,9782,9342,24178,225868
2024,"Rhode Island","Northeast",0.5,17200,8.6,9342,24178,225868
2024,"Vermont","Northeast",114,21746,2479,9342,24178,225868
2024,"Michigan","Lake States",438,27680,12124,9342,24178,225868
2024,"Minnesota","Lake States",444,23405,10392,9342,24178,225868
2024,"Wisconsin","Lake States",1269,25493,32351,9342,24178,225868
2024,"Illinois","Corn Belt",78,21782,1699,9342,24178,225868
2024,"Indiana","Corn Belt",190,23753,4513,9342,24178,225868
2024,"Iowa","Corn Belt",243,24749,6014,9342,24178,225868
2024,"Missouri","Corn Belt",57,14000,798,9342,24178,225868
2024,"Ohio","Corn Belt",253,22506,5694,9342,24178,225868
2024,"Kansas","Northern Plains",177,23876,4226,9342,24178,225868
2024,"Nebraska","Northern Plains",50,24940,1247,9342,24178,225868
2024,"North Dakota","Northern Plains",9.5,24000,228,9342,24178,225868
2024,"South Dakota","Northern Plains",213,23239,4950,9342,24178,225868
2024,"Kentucky","Appalachia",42,20143,846,9342,24178,225868
2024,"North Carolina","Appalachia",38,22553,857,9342,24178,225868
2024,"Tennessee","Appalachia",24,18708,449,9342,24178,225868
2024,"Virginia","Appalachia",67,20851,1397,9342,24178,225868
2024,"West Virginia","Appalachia",4,14750,59,9342,24178,225868
2024,"Alabama","Southeast",2.3,11739,27,9342,24178,225868
2024,"Florida","Southeast",99,20505,2030,9342,24178,225868
2024,"Georgia","Southeast",85,22953,1951,9342,24178,225868
2024,"South Carolina","Southeast",8,18125,145,9342,24178,225868
2024,"Arkansas","Delta States",2.1,12381,26,9342,24178,225868
2024,"Louisiana","Delta States",7.5,12400,93,9342,24178,225868
2024,"Mississippi","Delta States",5.5,11818,65,9342,24178,225868
2024,"Oklahoma","Southern Plains",40,18450,738,9342,24178,225868
2024,"Texas","Southern Plains",657,25932,17037,9342,24178,225868
2024,"Arizona","Mountain Region",192,24438,4692,9342,24178,225868
2024,"Colorado","Mountain Region",203,25892,5256,9342,24178,225868
2024,"Idaho","Mountain Region",671,25370,17023,9342,24178,225868
2024,"Montana","Mountain Region",8.5,23294,198,9342,24178,225868
2024,"Nevada","Mountain Region",31,25097,778,9342,24178,225868
2024,"New Mexico","Mountain Region",240,24717,5932,9342,24178,225868
2024,"Utah","Mountain Region",91,23297,2120,9342,24178,225868
2024,"Wyoming","Mountain Region",9,27578,248.2,9342,24178,225868
2024,"California","West Coast",1708,23585,40283,9342,24178,225868
2024,"Oregon","West Coast",117,20957,2452,9342,24178,225868
2024,"Washington","West Coast",259,24124,6248,9342,24178,225868
2024,"Alaska","Other States",NA,NA,NA,9342,24178,225868
2024,"Hawaii","Other States",NA,NA,NA,9342,24178,225868
